mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0006944179534912109,0.00040011347696886795,0.0006406307220458984,0.00044602607079000523,gini,5,1,10,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0006919384002685546,0.00038673805327641976,0.0003426074981689453,8.920194642983411e-05,gini,5,1,20,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0007754325866699219,0.00028528101982648054,0.0004733562469482422,0.0002297174874865499,gini,5,2,2,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9666666666666667,1.0,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,3
0.00048198699951171873,2.4388997055640105e-05,0.00029497146606445314,7.333687284670796e-06,gini,5,2,5,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9666666666666667,1.0,0.9333333333333333,0.9,1.0,0.9600000000000002,0.038873012632301994,3
0.00048770904541015623,6.282944350589662e-05,0.00029501914978027346,2.1342711318760634e-05,gini,5,2,10,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.001005697250366211,0.0010598333584759675,0.00031599998474121096,5.678900338478527e-05,gini,5,2,20,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0004909038543701172,4.336020580561164e-05,0.000502920150756836,0.00041404316035393505,gini,5,4,2,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9333333333333333,0.9666666666666667,0.9,0.8666666666666667,1.0,0.9333333333333332,0.04714045207910316,44
0.0005297183990478516,5.704562976476024e-05,0.0003582954406738281,9.228682756960433e-05,gini,5,4,5,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9333333333333333,0.9666666666666667,0.9,0.8666666666666667,1.0,0.9333333333333332,0.04714045207910316,44
0.0006458282470703125,0.00022453083579340383,0.000493001937866211,0.00024409393333446594,gini,5,4,10,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9,0.8666666666666667,1.0,0.9,0.06666666666666665,141
0.0015019416809082032,0.0012941250101348302,0.0003892421722412109,0.00011528849650434657,gini,5,4,20,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9,0.8666666666666667,1.0,0.9,0.06666666666666665,141
0.0006299972534179688,0.00031861681591833406,0.001348590850830078,0.0021081812174584516,gini,5,8,2,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 2}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0005474567413330078,0.0001226140555821253,0.0003051280975341797,1.305036313111626e-05,gini,5,8,5,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0008736133575439453,0.0003627877066064239,0.0005881786346435547,0.0002560120451249852,gini,5,8,10,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 10}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0007225990295410157,0.00042347068539908683,0.00042324066162109376,0.00019986772684610216,gini,5,8,20,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 8, 'min_samples_split': 20}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0009453773498535156,0.00031701109741479787,0.0009448051452636719,0.0007187979312109862,gini,7,1,2,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9666666666666667,0.9,0.9666666666666667,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,16
0.0007215499877929688,0.0004811934936936993,0.00040340423583984375,0.0001528585536820826,gini,7,1,5,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9666666666666667,0.9,0.9666666666666667,0.9,1.0,0.9466666666666667,0.039999999999999994,24
0.0004971981048583985,6.667090696670402e-05,0.00029573440551757815,2.189072094329326e-05,gini,7,1,10,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0004886150360107422,4.114792481533612e-05,0.0002971649169921875,1.424187350441962e-05,gini,7,1,20,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0007712364196777344,0.0006653435740125504,0.00041522979736328123,0.0002729439635343478,gini,7,2,2,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9,1.0,0.96,0.03265986323710903,6
0.0009160995483398438,0.0002776676285883303,0.0006543159484863281,0.0001900681884675543,gini,7,2,5,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9,1.0,0.96,0.03265986323710903,6
0.000805807113647461,0.00035476285281036524,0.00042657852172851564,0.0001872083209095778,gini,7,2,10,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0005143165588378906,0.00013233596284571773,0.00044918060302734375,0.00033048203667516925,gini,7,2,20,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0009690284729003906,0.0003354309828552852,0.0007079601287841797,0.00033413958895784794,gini,7,4,2,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9333333333333333,0.9666666666666667,0.9,0.8666666666666667,1.0,0.9333333333333332,0.04714045207910316,44
0.00048203468322753905,4.3825822793401515e-05,0.00029497146606445314,1.5681636551676398e-05,gini,7,4,5,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9333333333333333,0.9666666666666667,0.9,0.8666666666666667,1.0,0.9333333333333332,0.04714045207910316,44
0.000569009780883789,0.0002491855637762302,0.00058441162109375,0.00039646288227264057,gini,7,4,10,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9,0.8666666666666667,1.0,0.9,0.06666666666666665,141
0.0005889415740966796,0.00023046765708247474,0.0003754138946533203,0.0001595030344088929,gini,7,4,20,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 4, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9,0.8666666666666667,1.0,0.9,0.06666666666666665,141
0.000778818130493164,0.0006008476974937327,0.0009747505187988281,0.0013203240813091336,gini,7,8,2,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 8, 'min_samples_split': 2}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0010428428649902344,0.0004920938449267642,0.0005594730377197265,0.00029107030677420726,gini,7,8,5,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0007875919342041016,0.000320534733035836,0.0005506038665771485,0.00019410720022202305,gini,7,8,10,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 8, 'min_samples_split': 10}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0004429817199707031,1.4243789193820441e-05,0.0002850532531738281,5.421284099527729e-06,gini,7,8,20,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 8, 'min_samples_split': 20}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0006382942199707031,0.00016783268555911143,0.0003777027130126953,9.810609047639023e-05,gini,10,1,2,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9666666666666667,0.9,0.9666666666666667,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,16
0.0011299610137939452,0.000550116421684131,0.0004990100860595703,0.0002150802532299019,gini,10,1,5,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9666666666666667,0.9,0.9666666666666667,0.9,1.0,0.9466666666666667,0.039999999999999994,24
0.0005198478698730469,5.843533830533919e-05,0.00030536651611328124,2.2648208966260552e-05,gini,10,1,10,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0014211654663085938,0.001519820901321439,0.0005038261413574218,0.00022580555028713534,gini,10,1,20,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0007269382476806641,0.0004732446763846569,0.0004454135894775391,0.00026965735333659465,gini,10,2,2,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9,1.0,0.96,0.03265986323710903,6
0.0007300376892089844,0.0003588344247887675,0.0005105018615722656,0.0002454812338990644,gini,10,2,5,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9,1.0,0.96,0.03265986323710903,6
0.0007258415222167969,0.00024651819769956173,0.00045223236083984374,0.00017566731387634317,gini,10,2,10,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0004458904266357422,3.77093485255576e-06,0.0002789020538330078,4.699689227231473e-06,gini,10,2,20,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0006395339965820313,0.00027410906792158814,0.0003708839416503906,0.00014610010398390363,gini,10,4,2,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9333333333333333,0.9666666666666667,0.9,0.8666666666666667,1.0,0.9333333333333332,0.04714045207910316,44
0.002286338806152344,0.0022482430644875998,0.0022290706634521484,0.0028507398486564382,gini,10,4,5,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9333333333333333,0.9666666666666667,0.9,0.8666666666666667,1.0,0.9333333333333332,0.04714045207910316,44
0.000475311279296875,3.8578631033277304e-05,0.0002937793731689453,9.590711478498615e-06,gini,10,4,10,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9,0.8666666666666667,1.0,0.9,0.06666666666666665,141
0.0008251667022705078,0.00032922320233054513,0.0005918025970458984,0.0002662539052461513,gini,10,4,20,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9,0.8666666666666667,1.0,0.9,0.06666666666666665,141
0.0008265972137451172,0.0002688993773775365,0.0006426811218261719,0.0002511948369544099,gini,10,8,2,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0004848957061767578,3.4185400021392135e-05,0.0003048896789550781,1.7535941765883144e-05,gini,10,8,5,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0009066581726074219,0.0004123602830081388,0.0013463497161865234,0.0015122520342114357,gini,10,8,10,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0011339664459228515,0.0004885669753300115,0.000708627700805664,0.000315130072368596,gini,10,8,20,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0005198478698730469,8.944181398957103e-05,0.0003080844879150391,2.9884187791964505e-05,gini,15,1,2,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9666666666666667,0.9,0.9666666666666667,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,16
0.002441263198852539,0.0035640476710696468,0.0005883216857910156,0.0002534237020002274,gini,15,1,5,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9666666666666667,0.9,0.9666666666666667,0.9,1.0,0.9466666666666667,0.039999999999999994,24
0.0014020442962646485,0.0014599611214595578,0.0004995346069335937,0.0002321388742376581,gini,15,1,10,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0017864227294921875,0.0013286088967006712,0.00103302001953125,0.0003923936810713918,gini,15,1,20,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0005700588226318359,0.00019324198683354565,0.00030059814453125,2.6739640138674367e-05,gini,15,2,2,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9,1.0,0.96,0.03265986323710903,6
0.00085296630859375,0.00044110670744439666,0.0007106781005859375,0.00020129563019393202,gini,15,2,5,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9,1.0,0.96,0.03265986323710903,6
0.0005413532257080078,9.302170276101347e-05,0.0003989696502685547,0.00016515663691788927,gini,15,2,10,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0004573822021484375,8.182447828798794e-06,0.00028438568115234374,5.338447010138314e-06,gini,15,2,20,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 2, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.000538778305053711,0.00020573528078121379,0.0003156185150146484,7.026343979964524e-05,gini,15,4,2,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9333333333333333,0.9666666666666667,0.9,0.8666666666666667,1.0,0.9333333333333332,0.04714045207910316,44
0.0005121231079101562,4.890382940439887e-05,0.00033626556396484377,6.76696611609808e-05,gini,15,4,5,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9333333333333333,0.9666666666666667,0.9,0.8666666666666667,1.0,0.9333333333333332,0.04714045207910316,44
0.002988100051879883,0.0037282695652101337,0.0007945537567138672,0.000657373828436068,gini,15,4,10,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9,0.8666666666666667,1.0,0.9,0.06666666666666665,141
0.0007747650146484375,0.0006058188340394849,0.00041046142578125,0.0002312210668543239,gini,15,4,20,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9,0.8666666666666667,1.0,0.9,0.06666666666666665,141
0.000767374038696289,0.0003387439425443783,0.0005069732666015625,0.00025043388585856044,gini,15,8,2,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 8, 'min_samples_split': 2}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0004661083221435547,4.716109936362485e-05,0.0006344795227050781,0.0006848761059627208,gini,15,8,5,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0009851932525634765,0.0006117171307328691,0.000525808334350586,0.00041432113143912385,gini,15,8,10,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 8, 'min_samples_split': 10}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.0004343986511230469,1.0450242883080965e-05,0.0002865791320800781,1.5006361589638477e-05,gini,15,8,20,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 8, 'min_samples_split': 20}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
0.000523519515991211,6.723275420130846e-05,0.00032749176025390623,4.648993562424204e-05,gini,20,1,2,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9666666666666667,0.9,0.9666666666666667,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,16
0.0004756927490234375,5.198933471791012e-05,0.0002899169921875,1.4903735892067243e-05,gini,20,1,5,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9666666666666667,0.9,0.9666666666666667,0.9,1.0,0.9466666666666667,0.039999999999999994,24
0.0005211830139160156,0.00011601801810807739,0.0002994537353515625,1.8944902921027117e-05,gini,20,1,10,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0019154071807861329,0.0018288704105112693,0.00036749839782714846,9.400135579995907e-05,gini,20,1,20,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0007617473602294922,0.00045926429237096167,0.000534677505493164,0.00038482665968357237,gini,20,2,2,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9,1.0,0.96,0.03265986323710903,6
0.0011610984802246094,0.0005375347236296285,0.0006661415100097656,0.0002999690050934025,gini,20,2,5,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9,1.0,0.96,0.03265986323710903,6
0.0006436347961425781,0.00024137460210463992,0.00045576095581054685,0.00030532448096280343,gini,20,2,10,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.000472259521484375,2.1888020218966988e-05,0.00030245780944824217,2.6331861466996943e-05,gini,20,2,20,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9333333333333333,0.9,1.0,0.9133333333333333,0.06531972647421808,93
0.0005059719085693359,9.303903128943319e-05,0.0002934455871582031,1.5371176958843462e-05,gini,20,4,2,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9333333333333333,0.9666666666666667,0.9,0.8666666666666667,1.0,0.9333333333333332,0.04714045207910316,44
0.001002931594848633,0.00047235484077981716,0.0008244514465332031,0.00037275400997565305,gini,20,4,5,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9333333333333333,0.9666666666666667,0.9,0.8666666666666667,1.0,0.9333333333333332,0.04714045207910316,44
0.0006486892700195313,0.00023482617453575837,0.00034399032592773436,6.093643071767858e-05,gini,20,4,10,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9333333333333333,0.8,0.9,0.8666666666666667,1.0,0.9,0.06666666666666665,141
0.0005837917327880859,0.00022590844664865923,0.00046858787536621096,0.00034825692082303465,gini,20,4,20,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 20}",0.9333333333333333,0.8,0.9,0.8666666666666667,1.0,0.9,0.06666666666666665,141
0.0006535530090332031,0.00039968931481950076,0.00041265487670898436,0.0002050169332994282,gini,20,8,2,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 2}",0.9,0.8,0.9,0.9333333333333333,0.9666666666666667,0.9,0.05577733510227169,141
