mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0027577082316080728,0.00013195118011341837,0.0008652210235595703,0.00026124504792245155,1.0,auto,poly,"{'C': 1, 'gamma': 'auto', 'kernel': 'poly'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.001922925313313802,0.0005623829294460001,0.00041755040486653644,2.1924428880995976e-05,1.0,0.001,linear,"{'C': 1, 'gamma': 0.001, 'kernel': 'linear'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.00687869389851888,0.006671534782556103,0.0024149417877197266,0.001099080032258514,1.0,0.001,rbf,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.0045626163482666016,0.003017974343498768,0.002251227696736654,0.0008291697366668488,1.0,0.001,poly,"{'C': 1, 'gamma': 0.001, 'kernel': 'poly'}",0.7932960893854749,0.8268156424581006,0.4972067039106145,0.7057728119180634,0.14811202104393428,55
0.0029799938201904297,0.001651690727782611,0.007947524388631185,0.010159327958601699,1.0,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.0016303857167561848,0.0007460061166186815,0.001905997594197591,0.0007305263624707057,1.0,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.011934121449788412,0.006775333765429418,0.003805875778198242,0.001914448844270061,1.0,0.01,poly,"{'C': 1, 'gamma': 0.01, 'kernel': 'poly'}",0.7932960893854749,0.8268156424581006,0.4972067039106145,0.7057728119180634,0.14811202104393428,55
0.011003255844116211,0.008475248071479643,0.0033870538075764975,0.0027857544595281747,1.0,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.01863702138264974,0.012376747485074205,0.002140601476033529,0.0012508032242904974,1.0,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.002858320871988932,0.0013186106945038804,0.0009171168009440104,0.00030184497275944874,1.0,0.1,poly,"{'C': 1, 'gamma': 0.1, 'kernel': 'poly'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.0032329559326171875,0.0022080332960950667,0.0009268919626871744,0.00023090395928367902,10.0,scale,linear,"{'C': 10, 'gamma': 'scale', 'kernel': 'linear'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.0017600854237874348,0.0006342132982725652,0.0014061133066813152,0.00038290233289505296,10.0,scale,rbf,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.9720670391061452,0.9888268156424581,0.9720670391061452,0.9776536312849163,0.007900634426665354,44
0.0023610591888427734,0.0007019819567830524,0.0010003248850504558,0.0002867704334104729,10.0,scale,poly,"{'C': 10, 'gamma': 'scale', 'kernel': 'poly'}",0.9776536312849162,0.9888268156424581,0.9720670391061452,0.9795158286778399,0.006967704630863963,2
0.0019167264302571614,0.0009420482224947461,0.0006111462910970052,0.00020211674799878483,10.0,auto,linear,"{'C': 10, 'gamma': 'auto', 'kernel': 'linear'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.0015859603881835938,0.0008147433234476641,0.0018196900685628254,0.0017143103516117394,10.0,auto,rbf,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.9720670391061452,0.9888268156424581,0.9720670391061452,0.9776536312849163,0.007900634426665354,44
0.011125723520914713,0.012721164250089434,0.0014944076538085938,0.0006695263502875588,10.0,auto,poly,"{'C': 10, 'gamma': 'auto', 'kernel': 'poly'}",0.9776536312849162,0.9888268156424581,0.9720670391061452,0.9795158286778399,0.006967704630863963,2
0.007889827092488607,0.009315819816358073,0.006273746490478516,0.008295349508407641,10.0,0.001,linear,"{'C': 10, 'gamma': 0.001, 'kernel': 'linear'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.003509680430094401,0.0019933602786067436,0.008687973022460938,0.01035393056406592,10.0,0.001,rbf,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.006715536117553711,0.0035463482622577545,0.0028203328450520835,0.0011604712149863002,10.0,0.001,poly,"{'C': 10, 'gamma': 0.001, 'kernel': 'poly'}",0.7932960893854749,0.8268156424581006,0.4972067039106145,0.7057728119180634,0.14811202104393428,55
0.005405346552530925,0.004040045581033679,0.001881996790568034,0.0019375070864019427,10.0,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.00225067138671875,0.0007123326600525032,0.001047690709431966,0.00041859790881675166,10.0,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.003502051035563151,0.0007622514128967879,0.002490520477294922,0.0011092803024663894,10.0,0.01,poly,"{'C': 10, 'gamma': 0.01, 'kernel': 'poly'}",0.8044692737430168,0.8547486033519553,0.8715083798882681,0.8435754189944135,0.028486142534037882,53
0.0030597845713297525,0.0019859082888959525,0.0005489190419514974,2.7804372468693607e-05,10.0,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.0018775463104248047,0.00042457205871283626,0.008418957392374674,0.00992585105926253,10.0,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.9776536312849162,0.9888268156424581,0.9776536312849162,0.9813780260707636,0.005267089617776884,1
0.0018756389617919922,0.0009624216728996708,0.001066287358601888,0.0005069361485070624,10.0,0.1,poly,"{'C': 10, 'gamma': 0.1, 'kernel': 'poly'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.004843950271606445,0.0021381163096218176,0.001039425532023112,0.0004405448214836672,100.0,scale,linear,"{'C': 100, 'gamma': 'scale', 'kernel': 'linear'}",0.9720670391061452,0.9888268156424581,0.9776536312849162,0.9795158286778399,0.006967704630863963,2
0.007882515589396158,0.006069385669643676,0.0015738805135091145,7.49492693128734e-06,100.0,scale,rbf,"{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.9664804469273743,0.9832402234636871,0.9608938547486033,0.9702048417132216,0.009495380844679284,49
0.013158639272054037,0.01111891771631283,0.0011783440907796223,0.0006319695795070579,100.0,scale,poly,"{'C': 100, 'gamma': 'scale', 'kernel': 'poly'}",0.9720670391061452,0.9832402234636871,0.9608938547486033,0.9720670391061453,0.009122866826008103,47
0.0027539730072021484,0.0003298491530222614,0.0016292730967203777,0.0016354964269891345,100.0,auto,linear,"{'C': 100, 'gamma': 'auto', 'kernel': 'linear'}",0.9720670391061452,0.9888268156424581,0.9776536312849162,0.9795158286778399,0.006967704630863963,2
0.0041281382242838545,0.0035380151821006963,0.008585214614868164,0.010983559038522654,100.0,auto,rbf,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.9664804469273743,0.9832402234636871,0.9608938547486033,0.9702048417132216,0.009495380844679284,49
0.0022230943044026694,0.0002597321636801089,0.0005579789479573568,0.00011634799517754473,100.0,auto,poly,"{'C': 100, 'gamma': 'auto', 'kernel': 'poly'}",0.9720670391061452,0.9832402234636871,0.9608938547486033,0.9720670391061453,0.009122866826008103,47
0.0064419905344645185,0.0049768115365838176,0.0011529127756754558,0.0005530879855249555,100.0,0.001,linear,"{'C': 100, 'gamma': 0.001, 'kernel': 'linear'}",0.9720670391061452,0.9888268156424581,0.9776536312849162,0.9795158286778399,0.006967704630863963,2
0.0032059351603190103,0.0014607890625106383,0.0014723936716715496,0.0006713264717057695,100.0,0.001,rbf,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.0033417542775472007,0.001093173864532774,0.0017153422037760417,0.00089435204885724,100.0,0.001,poly,"{'C': 100, 'gamma': 0.001, 'kernel': 'poly'}",0.7932960893854749,0.8268156424581006,0.4972067039106145,0.7057728119180634,0.14811202104393428,55
0.003873427708943685,0.0018704280626580892,0.0006690025329589844,0.00024387691829094805,100.0,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.9720670391061452,0.9888268156424581,0.9776536312849162,0.9795158286778399,0.006967704630863963,2
0.002487341562906901,0.000901880316950954,0.0015332698822021484,0.00026139948875004775,100.0,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,44
0.0012773672739664714,3.921693731755298e-05,0.0006970564524332682,1.4764423300480442e-05,100.0,0.01,poly,"{'C': 100, 'gamma': 0.01, 'kernel': 'poly'}",0.9776536312849162,0.9832402234636871,0.9776536312849162,0.9795158286778399,0.002633544808888416,2
0.0100709597269694,0.009370540488176515,0.0011359850565592449,0.00034789785117320284,100.0,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.9720670391061452,0.9888268156424581,0.9776536312849162,0.9795158286778399,0.006967704630863963,2
0.0022967656453450522,0.0008082626214910826,0.0011003812154134114,0.0003793798925978448,100.0,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.9664804469273743,0.9832402234636871,0.9608938547486033,0.9702048417132216,0.009495380844679284,49
0.009456952412923178,0.00992818897754496,0.0011090437571207683,0.0005022713277832235,100.0,0.1,poly,"{'C': 100, 'gamma': 0.1, 'kernel': 'poly'}",0.9664804469273743,0.9832402234636871,0.9608938547486033,0.9702048417132216,0.009495380844679284,49
