mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0006796518961588541,8.017208536486025e-05,0.00038735071818033856,3.6342131490811666e-05,0.1,scale,linear,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}",0.989247311827957,1.0,1.0,0.996415770609319,0.005068865814957326,1
0.0010509490966796875,0.0001077498999008565,0.0008884270985921224,0.00014569675075315117,0.1,scale,rbf,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.967741935483871,0.9891304347826086,0.9891304347826086,0.9820009350163628,0.010082635262360739,36
0.0009876092274983723,0.00010004689291031316,0.0005283355712890625,3.447491982810617e-05,0.1,scale,poly,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'poly'}",0.6236559139784946,0.6304347826086957,0.6304347826086957,0.628175159731962,0.003195589318125284,52
0.0005563894907633463,1.9754081971684182e-05,0.0003581047058105469,1.5496596299853298e-05,0.1,auto,linear,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'linear'}",0.989247311827957,1.0,1.0,0.996415770609319,0.005068865814957326,1
0.0008730888366699219,1.659480088986692e-05,0.0007289250691731771,9.172834446606667e-06,0.1,auto,rbf,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.967741935483871,0.9891304347826086,0.9891304347826086,0.9820009350163628,0.010082635262360739,36
0.0008476575215657552,2.3067399680514377e-05,0.0005182425181070963,4.270880649103929e-05,0.1,auto,poly,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}",0.6236559139784946,0.6304347826086957,0.6195652173913043,0.6245519713261648,0.004482488228764344,53
0.0005753040313720703,4.446618357419879e-05,0.0004073778788248698,5.7221231631961116e-05,0.1,0.001,linear,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'linear'}",0.989247311827957,1.0,1.0,0.996415770609319,0.005068865814957326,1
0.0008920033772786459,3.724946430018299e-05,0.0010186831156412761,0.0002886850507359244,0.1,0.001,rbf,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",0.6236559139784946,0.6304347826086957,0.6195652173913043,0.6245519713261648,0.004482488228764344,53
0.0007912317911783854,2.5902788508020942e-05,0.0005364418029785156,8.301144676982996e-05,0.1,0.001,poly,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'poly'}",0.6236559139784946,0.6304347826086957,0.6195652173913043,0.6245519713261648,0.004482488228764344,53
0.0006473064422607422,2.8492765891890173e-05,0.0005559126536051432,0.00015719161105240425,0.1,0.01,linear,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'linear'}",0.989247311827957,1.0,1.0,0.996415770609319,0.005068865814957326,1
0.0013440450032552083,0.00030815428926619665,0.0010213057200113933,0.00015489874025639434,0.1,0.01,rbf,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.967741935483871,1.0,1.0,0.989247311827957,0.015206597444871977,19
0.001228650410970052,0.0001656766495600412,0.0007776419321695963,0.00020039364840303023,0.1,0.01,poly,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'poly'}",0.6236559139784946,0.6304347826086957,0.6195652173913043,0.6245519713261648,0.004482488228764344,53
0.0009796619415283203,0.00035919328977688733,0.0008289813995361328,0.00035904386785730476,0.1,0.1,linear,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'linear'}",0.989247311827957,1.0,1.0,0.996415770609319,0.005068865814957326,1
0.0012889703114827473,0.000508405481027676,0.0008400281270345052,5.038905208408724e-05,0.1,0.1,rbf,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.989247311827957,0.9891304347826086,1.0,0.9927925822035218,0.005096637357491994,17
0.0010991891225179036,0.00038692940029147086,0.0004691282908121745,2.1250335322086492e-05,0.1,0.1,poly,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'poly'}",0.978494623655914,0.9782608695652174,1.0,0.9855851644070438,0.01019327471498396,32
0.0005684693654378256,1.7498833717357962e-05,0.0003329912821451823,5.912054352250828e-06,1.0,scale,linear,"{'C': 1, 'gamma': 'scale', 'kernel': 'linear'}",0.978494623655914,0.9891304347826086,1.0,0.9892083528128408,0.008779706006458679,21
0.0005976359049479166,3.165035947108012e-05,0.0004259745279947917,1.179362242981215e-05,1.0,scale,rbf,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.989247311827957,1.0,1.0,0.996415770609319,0.005068865814957326,1
0.0012443860371907551,0.000636319917122076,0.0007119973500569662,0.00034032570575993557,1.0,scale,poly,"{'C': 1, 'gamma': 'scale', 'kernel': 'poly'}",0.967741935483871,0.9782608695652174,1.0,0.9820009350163628,0.01343221869897955,36
0.0010093847910563152,0.00029492814036735003,0.00046888987223307293,9.211093005405216e-05,1.0,auto,linear,"{'C': 1, 'gamma': 'auto', 'kernel': 'linear'}",0.978494623655914,0.9891304347826086,1.0,0.9892083528128408,0.008779706006458679,21
0.0008804003397623698,0.0004082174631776418,0.0007486343383789062,0.00029635809801053305,1.0,auto,rbf,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.989247311827957,1.0,1.0,0.996415770609319,0.005068865814957326,1
0.0009406407674153646,0.00021794269351684123,0.0007643699645996094,0.0002588791778658632,1.0,auto,poly,"{'C': 1, 'gamma': 'auto', 'kernel': 'poly'}",0.978494623655914,0.9782608695652174,1.0,0.9855851644070438,0.01019327471498396,32
