mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.001169284184773763,0.00020583412361798882,0.00045100847880045575,4.756528664642067e-05,gini,3,1,2,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9247311827956989,0.9891304347826086,0.967391304347826,0.9604176406420445,0.02674932900378844,9
0.0014353593190511067,0.0005276084226196917,0.00044194857279459637,7.741847720129238e-05,gini,3,1,5,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9247311827956989,0.9891304347826086,0.967391304347826,0.9604176406420445,0.02674932900378844,9
0.0012096563975016277,0.00036793347220399756,0.0005609989166259766,0.0002454151503807771,gini,3,1,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9247311827956989,0.9891304347826086,0.967391304347826,0.9604176406420445,0.02674932900378844,9
0.0011839866638183594,0.0005574167573247178,0.0005510648091634115,0.00027420046182375377,gini,3,1,20,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.9247311827956989,0.9891304347826086,0.967391304347826,0.9604176406420445,0.02674932900378844,9
0.0010773340861002605,0.00033090897450224386,0.0007370313008626302,0.00029629718252036866,gini,3,2,2,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9139784946236559,0.9891304347826086,0.9565217391304348,0.9532102228455663,0.030769878479799208,43
0.0010712941487630208,0.0003293462699994914,0.00040268898010253906,7.2319341660152e-05,gini,3,2,5,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9139784946236559,0.9891304347826086,0.9565217391304348,0.9532102228455663,0.030769878479799208,43
0.0015062491099039714,0.0004300451433748494,0.0009414354960123698,0.0004469026935387613,gini,3,2,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9139784946236559,0.9891304347826086,0.9565217391304348,0.9532102228455663,0.030769878479799208,43
0.0014437039693196614,0.0005721847654369987,0.0005746682484944662,0.0002062023774798227,gini,3,2,20,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 20}",0.9139784946236559,0.9891304347826086,0.9565217391304348,0.9532102228455663,0.030769878479799208,43
0.0015708605448404949,0.0006620336690538204,0.0007843971252441406,0.00034743049282013255,gini,3,4,2,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9139784946236559,0.9782608695652174,0.967391304347826,0.9532102228455664,0.028093691302048245,33
0.0006814002990722656,5.900590903322365e-05,0.0003170172373453776,1.708906733455971e-05,gini,3,4,5,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9139784946236559,0.9782608695652174,0.967391304347826,0.9532102228455664,0.028093691302048245,33
0.0014115969340006511,0.0005229421298544257,0.0006477832794189453,0.00041358268717910383,gini,3,4,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9139784946236559,0.9782608695652174,0.967391304347826,0.9532102228455664,0.028093691302048245,33
0.0016199747721354167,0.00010394436364136108,0.0011320908864339192,0.00032389497178039625,gini,3,4,20,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 20}",0.9139784946236559,0.9782608695652174,0.967391304347826,0.9532102228455664,0.028093691302048245,33
0.0011939207712809246,0.0003392310350280073,0.0006439685821533203,0.00040181007877953173,gini,3,8,2,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 2}",0.9247311827956989,0.967391304347826,0.9239130434782609,0.938678510207262,0.0203057586003658,157
0.0006529490152994791,4.2418113075410376e-05,0.00034197171529134113,4.455146727146008e-05,gini,3,8,5,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.9247311827956989,0.967391304347826,0.9239130434782609,0.938678510207262,0.0203057586003658,157
0.0007884502410888672,7.295478661738208e-05,0.0003586610158284505,3.339921980518938e-05,gini,3,8,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 10}",0.9247311827956989,0.967391304347826,0.9239130434782609,0.938678510207262,0.0203057586003658,157
0.0007887681325276693,0.00021403689237780782,0.0003249645233154297,2.4053114500315836e-05,gini,3,8,20,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 20}",0.9247311827956989,0.967391304347826,0.9239130434782609,0.938678510207262,0.0203057586003658,157
0.0008729298909505209,0.0001704066761054333,0.0003266334533691406,2.6999259313377507e-05,gini,5,1,2,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9354838709677419,0.967391304347826,1.0,0.9676250584385228,0.026339118019376082,1
0.000751336415608724,7.807843448108495e-05,0.00047961870829264325,0.00022623283677566873,gini,5,1,5,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9247311827956989,0.967391304347826,0.9782608695652174,0.9567944522362475,0.023102334621082386,20
