mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.15010857582092285,0.024733448392268712,0.0013100306193033855,0.00045867762181020044,relu,0.01,"(50,)",constant,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.1484053134918213,0.022890474458959895,0.0009693304697672526,0.00022071177070379848,relu,0.01,"(50,)",adaptive,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.17913595835367838,0.02160451413702257,0.001930554707845052,0.0013815386196551359,relu,0.01,"(100,)",constant,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9720670391061452,0.9757914338919926,0.005267089617776884,27
0.16725031534830728,0.017236623923234058,0.000915368398030599,0.00023226671680615224,relu,0.01,"(100,)",adaptive,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9720670391061452,0.9757914338919926,0.005267089617776884,27
0.5294356346130371,0.1399214223489146,0.0015686353047688801,0.0005366258423257623,relu,0.01,"(100, 50)",constant,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9664804469273743,0.9888268156424581,0.9664804469273743,0.9739292364990689,0.010534179235553769,41
0.48279698689778644,0.07599712092241474,0.0011720657348632812,0.00031403899368161094,relu,0.01,"(100, 50)",adaptive,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9664804469273743,0.9888268156424581,0.9664804469273743,0.9739292364990689,0.010534179235553769,41
0.5990501244862875,0.08055378528207785,0.0018562475840250652,0.0009969704745588733,relu,0.01,"(100, 100)",constant,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'max_iter': 500}",0.9776536312849162,0.9832402234636871,0.9664804469273743,0.9757914338919926,0.0069677046308639235,27
0.6111938953399658,0.05560236813554802,0.0008589426676432291,1.5539738581828538e-05,relu,0.01,"(100, 100)",adaptive,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9776536312849162,0.9832402234636871,0.9664804469273743,0.9757914338919926,0.0069677046308639235,27
0.5195153554280599,0.08723123380100928,0.0009366671244303385,2.9919605480200814e-05,relu,0.01,"(150, 100, 50)",constant,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9776536312849162,0.9888268156424581,0.9664804469273743,0.9776536312849163,0.009122866826008103,1
0.4887452920277913,0.032312058049636036,0.0011711915334065754,0.0003818161371713711,relu,0.01,"(150, 100, 50)",adaptive,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9776536312849162,0.9888268156424581,0.9664804469273743,0.9776536312849163,0.009122866826008103,1
0.1680633227030436,0.037714825121487966,0.0007464090983072916,1.2930896123114642e-05,tanh,0.0001,"(50,)",constant,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.18350704511006674,0.03016286131057991,0.0023368199666341147,0.0018035642184701711,tanh,0.0001,"(50,)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.2775108814239502,0.07554203733468681,0.0008433659871419271,4.3737662884519985e-05,tanh,0.0001,"(100,)",constant,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.2724766731262207,0.06538420241016338,0.0011046727498372395,0.00022880047217353248,tanh,0.0001,"(100,)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.502539873123169,0.20078095595015472,0.0015206336975097656,0.0008874092608058276,tanh,0.0001,"(100, 50)",constant,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9664804469273743,0.9832402234636871,0.9664804469273743,0.9720670391061453,0.0079006344266653,51
0.4781800111134847,0.18204166117430792,0.001981019973754883,0.0013477781118509838,tanh,0.0001,"(100, 50)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9664804469273743,0.9832402234636871,0.9664804469273743,0.9720670391061453,0.0079006344266653,51
0.6288800239562988,0.26752311005188095,0.001390377680460612,0.0003686824165809109,tanh,0.0001,"(100, 100)",constant,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'max_iter': 500}",0.9664804469273743,0.9832402234636871,0.9664804469273743,0.9720670391061453,0.0079006344266653,51
0.6264684200286865,0.2999975330699125,0.000964959462483724,8.834630036855355e-05,tanh,0.0001,"(100, 100)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9664804469273743,0.9832402234636871,0.9664804469273743,0.9720670391061453,0.0079006344266653,51
0.9677592913309733,0.4783935583951387,0.0014836788177490234,0.0005028444344804732,tanh,0.0001,"(150, 100, 50)",constant,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9664804469273743,0.9739292364990689,0.0069677046308639235,41
1.0035003821055095,0.46575964912524376,0.0016652743021647136,0.0005778868432993515,tanh,0.0001,"(150, 100, 50)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9664804469273743,0.9739292364990689,0.0069677046308639235,41
0.23827902475992838,0.048353975489968316,0.0024905999501546225,0.0016889526969762617,tanh,0.001,"(50,)",constant,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.2279206116994222,0.0505367436894681,0.0012690226236979167,0.00041391993797974184,tanh,0.001,"(50,)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.27194873491923016,0.06899227891914664,0.0013085206349690754,0.0004753844198474602,tanh,0.001,"(100,)",constant,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.2514802614847819,0.0636194741910636,0.0010223388671875,0.0003066672817695739,tanh,0.001,"(100,)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.4638783137003581,0.19375790051445066,0.0009009838104248047,4.638819315725444e-05,tanh,0.001,"(100, 50)",constant,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9664804469273743,0.9832402234636871,0.9664804469273743,0.9720670391061453,0.0079006344266653,51
0.46250756581624347,0.1824989543307611,0.0014750957489013672,0.0003604499940557891,tanh,0.001,"(100, 50)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9664804469273743,0.9832402234636871,0.9664804469273743,0.9720670391061453,0.0079006344266653,51
0.6074686050415039,0.26465917551914486,0.0016808509826660156,0.0009845739562242086,tanh,0.001,"(100, 100)",constant,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'max_iter': 500}",0.9664804469273743,0.9832402234636871,0.9664804469273743,0.9720670391061453,0.0079006344266653,51
0.622479518254598,0.2663403744029293,0.001405636469523112,0.0005425046758891582,tanh,0.001,"(100, 100)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9664804469273743,0.9832402234636871,0.9664804469273743,0.9720670391061453,0.0079006344266653,51
0.9966526826222738,0.5063902976253862,0.0011603832244873047,6.332456107806365e-05,tanh,0.001,"(150, 100, 50)",constant,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9664804469273743,0.9739292364990689,0.0069677046308639235,41
0.9568126996358236,0.46692151397053644,0.0014919439951578777,0.0005898302286085174,tanh,0.001,"(150, 100, 50)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9664804469273743,0.9739292364990689,0.0069677046308639235,41
0.1815507411956787,0.05685444352763135,0.0009760061899820963,0.0002569049403162648,tanh,0.01,"(50,)",constant,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.19309775034586588,0.03610154997859152,0.002286672592163086,0.001225993927006798,tanh,0.01,"(50,)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.3117743333180745,0.06146094371323595,0.0017480055491129558,0.0006313311469426469,tanh,0.01,"(100,)",constant,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.3071327209472656,0.08075578474873954,0.0014570554097493489,5.0638120587971146e-05,tanh,0.01,"(100,)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9776536312849162,0.9776536312849163,0.004561433413004051,1
0.5054121017456055,0.20365860511016312,0.001348574956258138,0.00027283103341628777,tanh,0.01,"(100, 50)",constant,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9664804469273743,0.9832402234636871,0.9664804469273743,0.9720670391061453,0.0079006344266653,51
0.44645023345947266,0.1492409114444874,0.0017311573028564453,0.0006122205661341002,tanh,0.01,"(100, 50)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9664804469273743,0.9832402234636871,0.9664804469273743,0.9720670391061453,0.0079006344266653,51
0.514140764872233,0.08477790789597371,0.0013262430826822917,0.0004357835256285425,tanh,0.01,"(100, 100)",constant,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'max_iter': 500}",0.9664804469273743,0.9832402234636871,0.9720670391061452,0.9739292364990689,0.0069677046308639235,41
0.5147932370503744,0.06070596931060679,0.0013966560363769531,0.0006062314863702296,tanh,0.01,"(100, 100)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9664804469273743,0.9832402234636871,0.9720670391061452,0.9739292364990689,0.0069677046308639235,41
0.6241633892059326,0.27392768971387416,0.001142740249633789,0.00018554919855358007,tanh,0.01,"(150, 100, 50)",constant,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9664804469273743,0.9739292364990689,0.0069677046308639235,41
0.5862814585367838,0.2561835788473512,0.0013275941212972004,0.0005567937178628487,tanh,0.01,"(150, 100, 50)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9720670391061452,0.9832402234636871,0.9664804469273743,0.9739292364990689,0.0069677046308639235,41
