mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.03704714775085449,0.00471949550633158,1.3465391000111897,0.0501448645364123,euclidean,3,uniform,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'uniform'}",0.8175835746249013,0.8237462156114256,0.8158483611952086,0.8190593838105119,0.003388956147959496,25
0.035796801249186196,0.0031988316940900307,1.5962103207906086,0.34138913995843007,euclidean,3,distance,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.8149513029744669,0.8219033829143083,0.8118994339871002,0.8162513732919585,0.004186278033238601,27
0.04021827379862467,0.0035775041458591876,1.7647950649261475,0.3037695190777357,euclidean,5,uniform,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}",0.8244274809160306,0.8294063446097144,0.8211135974726866,0.8249824743328106,0.0034081693071376195,22
0.03701122601826986,0.004612011722656083,1.8223679065704346,0.3515643886280722,euclidean,5,distance,"{'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}",0.8240326401684653,0.8273002500987232,0.8154534684743978,0.8222621195805287,0.004995839340747717,24
0.036583662033081055,0.005359201165747801,1.78300142288208,0.29566041814042293,euclidean,7,uniform,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'uniform'}",0.828375888391682,0.833092010003949,0.8230880610767408,0.8281853198241239,0.0040863174798142325,18
0.0409541924794515,0.0035268407637482914,2.02308988571167,0.2640057985647394,euclidean,7,distance,"{'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'distance'}",0.8285075019742038,0.8325654863762011,0.820192181124128,0.8270883898248442,0.005150086095370314,20
0.03788948059082031,0.004889866484459583,2.0290873845418296,0.2028939669471009,euclidean,9,uniform,"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'uniform'}",0.8273229797315083,0.8338817954455706,0.8255890483085428,0.8289312744952072,0.0035714024140736586,14
0.034618218739827476,0.0015956692063822835,2.013127565383911,0.2367835346868122,euclidean,9,distance,"{'metric': 'euclidean', 'n_neighbors': 9, 'weights': 'distance'}",0.8294287970518558,0.8344083190733184,0.8221666447281821,0.8286679202844521,0.005026519523784006,16
0.045342604319254555,0.010863177334476067,1.8792142073313396,0.18038814228460032,euclidean,11,uniform,"{'metric': 'euclidean', 'n_neighbors': 11, 'weights': 'uniform'}",0.8250855488286392,0.8313808082137686,0.8265104646571015,0.827658940566503,0.0026952823435739005,19
0.037262678146362305,0.0061848229456793295,1.9632160663604736,0.18021370934822087,euclidean,11,distance,"{'metric': 'euclidean', 'n_neighbors': 11, 'weights': 'distance'}",0.8291655698868123,0.8333552718178229,0.8242727392391733,0.8289311936479361,0.0037116302506733172,15
0.04567090670267741,0.012624240427853161,2.1307480335235596,0.13380299710402138,euclidean,15,uniform,"{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'uniform'}",0.8286391155567254,0.8317757009345794,0.8287481900750296,0.8297210021887782,0.0014535736455677706,13
0.03820657730102539,0.006055480907435509,1.9814754327138264,0.16770361580814902,euclidean,15,distance,"{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'distance'}",0.830218478546986,0.8340134263525075,0.8294063446097144,0.8312127498364026,0.0020079395897142998,7
0.04510378837585449,0.005349261131212821,2.291067918141683,0.30817379746381846,euclidean,21,uniform,"{'metric': 'euclidean', 'n_neighbors': 21, 'weights': 'uniform'}",0.82745459331403,0.8311175463998947,0.8270369882848493,0.8285363759995913,0.0018331082831538363,17
0.04227145512898763,0.0006806695336562218,2.1744070847829184,0.19182643648355435,euclidean,21,distance,"{'metric': 'euclidean', 'n_neighbors': 21, 'weights': 'distance'}",0.8281126612266386,0.8349348427010662,0.8283532973542188,0.8304669337606412,0.003160815734523967,9
0.040593862533569336,0.006148925775077963,2.371348778406779,0.39157283107001006,manhattan,3,uniform,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}",0.8178468017899447,0.8203238120310649,0.8112412794524154,0.8164706310911417,0.0038334913464308385,26
0.0602866013844808,0.018229597587092573,2.3712704181671143,0.17713102085284887,manhattan,3,distance,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",0.8141616214793367,0.8179544557061998,0.8076872449651178,0.813267774050218,0.004238956359007414,28
0.0364218552907308,0.0016675263170497366,2.2292497952779136,0.39693983622988255,manhattan,5,uniform,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}",0.8278494340615952,0.8315124391207055,0.8207187047518757,0.8266935259780589,0.0044816862919666725,21
0.04160809516906738,0.005968998915248744,2.3972603480021157,0.43404185842932624,manhattan,5,distance,"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}",0.8281126612266386,0.8283532973542188,0.815058575753587,0.8238415114448148,0.00621125032789464,23
0.04634531339009603,0.002890077604589612,2.2669030825297036,0.1920814641633035,manhattan,7,uniform,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}",0.8298236377994209,0.835329735421877,0.8270369882848493,0.8307301205020491,0.0034456442974953754,8
0.05419309933980306,0.01511642148191752,2.3759727478027344,0.17623379291885968,manhattan,7,distance,"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}",0.8303500921295077,0.8340134263525075,0.825194155587732,0.8298525580232491,0.0036175995121787543,12
